REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Delaware,2016,39,0,0,11,2640
States,District of Columbia,2016,39,4.59265,115,2,2504
States,Florida,2016,39,X,X,X,X
States,Georgia,2016,39,1.70655,649,30,38030
States,Hawaii,2016,39,1.78306,24,14,1346
States,Idaho,2016,39,0.0997506,2,4,2005
States,Illinois,2016,39,1.55404,623,60,40089
States,Indiana,2016,39,0.494199,23,16,4654
States,Iowa,2016,39,0.163132,2,4,1226
States,Kansas,2016,39,0.423617,16,11,3777
States,Kentucky,2016,39,2.13869,66,8,3086
States,Louisiana,2016,39,1.52203,717,72,47108
States,Maine,2016,39,0.596506,28,25,4694
States,Maryland,2016,39,1.05951,60,18,5663
States,Massachusetts,2016,39,0.487732,130,28,26654
States,Michigan,2016,39,0.839074,162,63,19307
States,Minnesota,2016,39,0.803213,26,10,3237
States,Mississippi,2016,39,1.97368,360,46,18240
States,Missouri,2016,39,0.305499,12,17,3928
States,Montana,2016,39,0,0,3,1807
States,Nebraska,2016,39,0.220386,4,8,1815
States,Nevada,2016,39,0.379147,44,20,11605
States,New Hampshire,2016,39,0.408998,10,17,2445
States,New Jersey,2016,39,0.906056,38,9,4194
States,New Mexico,2016,39,1.45445,110,18,7563
States,New York,2016,39,0.164406,8,25,4866
States,North Carolina,2016,39,1.68015,81,16,4821
States,North Dakota,2016,39,0,0,2,587
States,Ohio,2016,39,0.836581,88,43,10519
States,Oklahoma,2016,39,1.23229,40,15,3246
States,Oregon,2016,39,0.176367,4,5,2268
States,Pennsylvania,2016,39,0.916372,127,47,13859
States,Rhode Island,2016,39,0.331675,18,16,5427
States,South Carolina,2016,39,0.0573888,2,8,3485
States,South Dakota,2016,39,1.04486,58,25,5551
States,Tennessee,2016,39,1.65425,151,45,9128
States,Texas,2016,39,2.75084,400,60,14541
States,Utah,2016,39,0.530623,59,39,11119
States,Vermont,2016,39,1.81564,13,4,716
States,Virginia,2016,39,1.54346,1360,136,88114
States,Washington,2016,39,0.261976,7,30,2672
States,West Virginia,2016,39,0.865301,120,32,13868
States,Wisconsin,2016,39,0.980667,35,19,3569
States,Wyoming,2016,39,0.526805,17,13,3227
States,Puerto Rico,2016,39,3.95425,204,8,5159
States,Virgin Islands,2016,39,1.15942,4,1,345
States,New York City,2016,39,1.48174,1456,81,98263
States,Alabama,2016,40,2.22398,169,23,7599
States,Alaska,2016,40,0.940228,14,6,1489
States,Arizona,2016,40,1.23442,309,49,25032
States,Arkansas,2016,40,0.917431,40,13,4360
States,California,2016,40,1.25288,668,129,53317
States,Colorado,2016,40,0.77574,22,5,2836
States,Connecticut,2016,40,1.23552,64,19,5180
States,Delaware,2016,40,0.104858,3,12,2861
States,District of Columbia,2016,40,5.52486,160,2,2896
States,Florida,2016,40,X,X,X,X
States,Georgia,2016,40,1.62466,903,53,55581
States,Hawaii,2016,40,1.93133,27,15,1398
States,Idaho,2016,40,0.373552,10,8,2677
States,Illinois,2016,40,1.29539,640,79,49406
States,Indiana,2016,40,0.999429,70,28,7004
States,Iowa,2016,40,0.129116,4,8,3098
States,Kansas,2016,40,0.840915,61,31,7254
States,Kentucky,2016,40,0.484322,116,29,23951
States,Louisiana,2016,40,1.55987,788,73,50517
States,Maine,2016,40,0.833484,46,28,5519
States,Maryland,2016,40,0.588424,55,41,9347
States,Massachusetts,2016,40,0.61873,177,45,28607
States,Michigan,2016,40,0.858584,206,72,23993
States,Minnesota,2016,40,1.35371,62,21,4580
States,Mississippi,2016,40,1.94482,375,48,19282
States,Missouri,2016,40,0.809969,65,19,8025
States,Montana,2016,40,0,0,7,3190
States,Nebraska,2016,40,0.335161,11,14,3282
States,Nevada,2016,40,0.428964,75,36,17484
States,New Hampshire,2016,40,0.249252,10,20,4012
States,New Jersey,2016,40,2.35421,371,20,15759
States,New Mexico,2016,40,1.12478,128,28,11380
States,New York,2016,40,0.725918,115,66,15842
States,North Carolina,2016,40,0.830327,122,38,14693
States,North Dakota,2016,40,0.524109,5,5,954
States,Ohio,2016,40,0.581257,122,72,20989
States,Oklahoma,2016,40,0.738512,27,18,3656
States,Oregon,2016,40,0.611951,34,14,5556
States,Pennsylvania,2016,40,0.931615,141,57,15135
States,Rhode Island,2016,40,0.420008,22,16,5238
States,South Carolina,2016,40,1.77453,68,13,3832
States,South Dakota,2016,40,0.90833,76,33,8367
States,Tennessee,2016,40,1.71033,158,49,9238
States,Texas,2016,40,2.08692,654,120,31338
States,Utah,2016,40,1.12899,235,38,20815
States,Vermont,2016,40,0.777202,15,8,1930
States,Virginia,2016,40,1.5353,1352,136,88061
States,Washington,2016,40,0.350467,18,46,5136
States,West Virginia,2016,40,1.15475,177,47,15328
States,Wisconsin,2016,40,1.11524,45,24,4035
States,Wyoming,2016,40,0.435256,20,24,4595
States,Puerto Rico,2016,40,4.05933,208,9,5124
States,Virgin Islands,2016,40,0.576369,2,1,347
States,New York City,2016,40,1.52094,1504,78,98886
States,Alabama,2016,41,1.6809,124,24,7377
States,Alaska,2016,41,1.15681,18,5,1556
States,Arizona,2016,41,0.872229,262,50,30038
States,Arkansas,2016,41,0.815935,34,13,4167
States,California,2016,41,1.39291,760,134,54562
States,Colorado,2016,41,1.20449,44,5,3653
States,Connecticut,2016,41,1.07,48,18,4486
States,Delaware,2016,41,0.0687285,2,12,2910
States,District of Columbia,2016,41,4.954,140,2,2826
States,Florida,2016,41,X,X,X,X
States,Georgia,2016,41,2.0006,1065,55,53234
States,Hawaii,2016,41,1.50171,22,16,1465
States,Idaho,2016,41,0.32538,9,7,2766
States,Illinois,2016,41,1.21637,571,77,46943
States,Indiana,2016,41,0.960952,63,27,6556
States,Iowa,2016,41,0.165472,6,10,3626
States,Kansas,2016,41,0.792393,55,32,6941
States,Kentucky,2016,41,0.419714,101,29,24064
States,Louisiana,2016,41,1.66783,762,75,45688
States,Maine,2016,41,0.741152,40,29,5397
States,Maryland,2016,41,0.742727,72,42,9694
States,Massachusetts,2016,41,0.538175,150,47,27872
States,Michigan,2016,41,0.931407,236,75,25338
States,Minnesota,2016,41,1.35184,75,21,5548
States,Mississippi,2016,41,2.04569,394,50,19260
States,Missouri,2016,41,1.05737,87,20,8228
States,Montana,2016,41,0.255428,8,8,3132
States,Nebraska,2016,41,0.253991,7,13,2756
States,Nevada,2016,41,0.450626,81,38,17975
States,New Hampshire,2016,41,0.225035,8,18,3555
States,New Jersey,2016,41,2.4617,376,21,15274
States,New Mexico,2016,41,1.03073,110,26,10672
States,New York,2016,41,0.945864,141,64,14907
States,North Carolina,2016,41,0.921955,129,41,13992
States,North Dakota,2016,41,0.15949,2,7,1254
States,Ohio,2016,41,0.600673,125,74,20810
States,Oklahoma,2016,41,2.26164,102,19,4510
States,Oregon,2016,41,0.41806,25,20,5980
States,Pennsylvania,2016,41,0.743974,121,58,16264
States,Rhode Island,2016,41,0.401038,17,15,4239
States,South Carolina,2016,41,1.3986,54,14,3861
States,South Dakota,2016,41,1.04034,90,33,8651
States,Tennessee,2016,41,1.54795,133,51,8592
States,Texas,2016,41,1.95234,571,117,29247
States,Utah,2016,41,0.808335,180,39,22268
States,Vermont,2016,41,0.848593,19,9,2239
States,Virginia,2016,41,1.64101,1407,136,85740
States,Washington,2016,41,0.48216,15,41,3111
States,West Virginia,2016,41,1.21442,218,50,17951
States,Wisconsin,2016,41,0.949618,36,21,3791
States,Wyoming,2016,41,0.645578,30,26,4647
States,Puerto Rico,2016,41,4.36732,224,9,5129
States,Virgin Islands,2016,41,1.91083,6,2,314
States,New York City,2016,41,1.50792,1491,75,98878
States,Alabama,2016,42,1.99635,153,24,7664
States,Alaska,2016,42,0.501792,7,6,1395
States,Arizona,2016,42,0.956952,321,54,33544
States,Arkansas,2016,42,0.997783,45,13,4510
States,California,2016,42,1.51631,812,131,53551
States,Colorado,2016,42,1.08558,43,5,3961
States,Connecticut,2016,42,1.00688,41,13,4072
States,Delaware,2016,42,0.171703,5,13,2912
States,District of Columbia,2016,42,5.25217,151,2,2875
States,Florida,2016,42,X,X,X,X
States,Georgia,2016,42,1.96075,1114,55,56815
States,Hawaii,2016,42,1.45429,21,16,1444
States,Idaho,2016,42,0.55991,10,7,1786
States,Illinois,2016,42,1.48743,743,77,49952
States,Indiana,2016,42,0.573431,36,28,6278
States,Iowa,2016,42,0.117062,4,10,3417
States,Kansas,2016,42,1.27355,96,33,7538
States,Kentucky,2016,42,0.638821,169,32,26455
States,Louisiana,2016,42,1.6578,767,78,46266
States,Maine,2016,42,0.847302,46,28,5429
States,Maryland,2016,42,0.980293,97,42,9895
States,Massachusetts,2016,42,0.677688,198,46,29217
States,Michigan,2016,42,1.26664,314,72,24790
States,Minnesota,2016,42,1.05163,55,21,5230
States,Mississippi,2016,42,2.28732,424,49,18537
States,Missouri,2016,42,1.03819,84,19,8091
States,Montana,2016,42,0.20552,7,9,3406
States,Nebraska,2016,42,0.27907,9,15,3225
States,Nevada,2016,42,0.540632,96,38,17757
States,New Hampshire,2016,42,0.219619,9,19,4098
States,New Jersey,2016,42,2.53861,383,21,15087
States,New Mexico,2016,42,0.9464,107,27,11306
States,New York,2016,42,1.10167,175,65,15885
States,North Carolina,2016,42,0.951204,154,45,16190
States,North Dakota,2016,42,0.726216,10,9,1377
States,Ohio,2016,42,0.57097,121,72,21192
States,Oklahoma,2016,42,1.19471,47,17,3934
States,Oregon,2016,42,0.70714,41,19,5798
States,Pennsylvania,2016,42,0.93133,150,59,16106
States,Rhode Island,2016,42,0.703977,40,17,5682
States,South Carolina,2016,42,1.85556,102,15,5497
States,South Dakota,2016,42,0.826166,73,33,8836
States,Tennessee,2016,42,1.46531,143,51,9759
States,Texas,2016,42,1.84806,541,114,29274
States,Utah,2016,42,1.0424,192,37,18419
States,Vermont,2016,42,0.551315,13,9,2358
States,Virginia,2016,42,1.62658,1519,137,93386
States,Washington,2016,42,0.383142,20,46,5220
States,West Virginia,2016,42,0.49896,168,49,33670
States,Wisconsin,2016,42,1.13122,45,22,3978
States,Wyoming,2016,42,0.640615,30,23,4683
States,Puerto Rico,2016,42,3.83944,198,9,5157
States,Virgin Islands,2016,42,1.37741,5,2,363
States,New York City,2016,42,1.61301,1659,78,102851
States,Alabama,2016,43,2.40322,185,24,7698
States,Alaska,2016,43,0.816327,12,6,1470
States,Arizona,2016,43,1.17237,303,47,25845
States,Arkansas,2016,43,1.19597,57,12,4766
States,California,2016,43,1.52383,833,130,54665
States,Colorado,2016,43,0.931521,37,6,3972
States,Connecticut,2016,43,1.14566,49,15,4277
States,Delaware,2016,43,0.281591,8,13,2841
States,District of Columbia,2016,43,5.56901,161,2,2891
States,Florida,2016,43,X,X,X,X
States,Georgia,2016,43,2.0084,1105,55,55019
States,Hawaii,2016,43,2.16886,28,16,1291
States,Idaho,2016,43,0.791557,15,8,1895
States,Illinois,2016,43,1.53786,742,80,48249
States,Indiana,2016,43,0.544438,37,27,6796
States,Iowa,2016,43,0.168431,7,11,4156
States,Kansas,2016,43,0.730121,55,34,7533
States,Kentucky,2016,43,1.01945,260,34,25504
States,Louisiana,2016,43,1.74305,855,80,49052
States,Maine,2016,43,0.93744,49,28,5227
States,Maryland,2016,43,0.840078,82,42,9761
States,Massachusetts,2016,43,0.630021,189,46,29999
States,Michigan,2016,43,1.25542,310,73,24693
States,Minnesota,2016,43,1.54139,73,20,4736
States,Mississippi,2016,43,2.60329,511,49,19629
States,Missouri,2016,43,1.11033,95,20,8556
States,Montana,2016,43,0.142005,5,9,3521
States,Nebraska,2016,43,0.15758,5,14,3173
States,Nevada,2016,43,0.58743,103,38,17534
States,New Hampshire,2016,43,0.332305,14,20,4213
States,New Jersey,2016,43,2.65366,408,22,15375
States,New Mexico,2016,43,1.12684,125,27,11093
States,New York,2016,43,0.898849,146,67,16243
States,North Carolina,2016,43,1.06549,184,44,17269
States,North Dakota,2016,43,0.966608,11,8,1138
States,Ohio,2016,43,0.691365,145,74,20973
States,Oklahoma,2016,43,2.9886,152,22,5086
States,Oregon,2016,43,0.631649,38,21,6016
States,Pennsylvania,2016,43,0.92762,142,58,15308
States,Rhode Island,2016,43,0.408466,22,17,5386
States,South Carolina,2016,43,1.92631,103,15,5347
States,South Dakota,2016,43,1.11313,98,33,8804
States,Tennessee,2016,43,1.52313,162,52,10636
States,Texas,2016,43,2.06247,589,114,28558
States,Utah,2016,43,0.834336,201,40,24091
States,Vermont,2016,43,0.377992,9,9,2381
States,Virginia,2016,43,1.85403,1673,137,90236
States,Washington,2016,43,0.43225,23,47,5321
States,West Virginia,2016,43,0.558143,169,47,30279
States,Wisconsin,2016,43,0.951427,38,23,3994
States,Wyoming,2016,43,0.517598,25,26,4830
States,Puerto Rico,2016,43,5.19586,256,8,4927
States,Virgin Islands,2016,43,1.42045,5,2,352
States,New York City,2016,43,1.66295,1627,82,97838
States,Alabama,2016,44,2.70133,213,25,7885
States,Alaska,2016,44,0.533689,8,6,1499
States,Arizona,2016,44,1.32646,265,47,19978
States,Arkansas,2016,44,1.32564,62,12,4677
States,California,2016,44,1.57619,849,132,53864
States,Colorado,2016,44,0.388299,15,6,3863
States,Connecticut,2016,44,1.67144,70,15,4188
States,Delaware,2016,44,0.40293,11,13,2730
States,District of Columbia,2016,44,4.80318,133,2,2769
States,Florida,2016,44,X,X,X,X
States,Georgia,2016,44,2.36802,1334,55,56334
States,Hawaii,2016,44,2.30238,30,15,1303
States,Idaho,2016,44,0.409417,8,7,1954
States,Illinois,2016,44,1.66157,804,75,48388
States,Indiana,2016,44,1.11749,74,27,6622
States,Iowa,2016,44,0.0883913,3,10,3394
States,Kansas,2016,44,0.785855,56,32,7126
States,Kentucky,2016,44,0.675377,168,33,24875
States,Louisiana,2016,44,1.86931,896,75,47932
States,Maine,2016,44,0.892028,48,28,5381
States,Maryland,2016,44,0.951557,88,42,9248
States,Massachusetts,2016,44,0.767178,230,46,29980
States,Michigan,2016,44,1.63981,408,73,24881
States,Minnesota,2016,44,0.778458,61,22,7836
States,Mississippi,2016,44,2.92228,555,50,18992
States,Missouri,2016,44,1.38921,120,20,8638
States,Montana,2016,44,0.112867,4,9,3544
States,Nebraska,2016,44,0.416295,14,15,3363
States,Nevada,2016,44,0.877819,160,37,18227
States,New Hampshire,2016,44,0.50438,19,19,3767
States,New Jersey,2016,44,2.76608,427,22,15437
States,New Mexico,2016,44,1.48677,154,27,10358
States,New York,2016,44,0.918,148,71,16122
States,North Carolina,2016,44,0.949262,171,47,18014
States,North Dakota,2016,44,0.187091,2,7,1069
States,Ohio,2016,44,0.75304,161,72,21380
States,Oklahoma,2016,44,2.46645,136,24,5514
States,Oregon,2016,44,1.05812,67,22,6332
States,Pennsylvania,2016,44,1.11433,177,58,15884
States,Rhode Island,2016,44,0.45939,25,17,5442
States,South Carolina,2016,44,2.07612,108,14,5202
States,South Dakota,2016,44,0.981892,77,33,7842
States,Tennessee,2016,44,2.02179,206,50,10189
States,Texas,2016,44,2.01191,581,112,28878
States,Utah,2016,44,0.762672,178,41,23339
States,Vermont,2016,44,0.228102,5,9,2192
States,Virginia,2016,44,2.00273,1834,139,91575
States,Washington,2016,44,0.374016,19,48,5080
States,West Virginia,2016,44,0.696323,175,48,25132
States,Wisconsin,2016,44,1.41216,59,23,4178
States,Wyoming,2016,44,0.707395,33,26,4665
States,Puerto Rico,2016,44,5.99241,221,7,3688
States,Virgin Islands,2016,44,2.00573,7,1,349
States,New York City,2016,44,1.90913,1929,79,101041
States,Alabama,2016,45,2.46088,195,25,7924
States,Alaska,2016,45,0.802469,13,6,1620
States,Arizona,2016,45,1.03275,245,46,23723
States,Arkansas,2016,45,1.64953,77,12,4668
States,California,2016,45,1.74694,942,136,53923
States,Colorado,2016,45,0.711744,28,7,3934
States,Connecticut,2016,45,1.74239,79,17,4534
States,Delaware,2016,45,0.0359324,1,13,2783
States,District of Columbia,2016,45,5.06375,139,2,2745
States,Florida,2016,45,X,X,X,X
States,Georgia,2016,45,2.59163,1434,56,55332
States,Hawaii,2016,45,2.0073,22,15,1096
States,Idaho,2016,45,0.662927,13,8,1961
States,Illinois,2016,45,1.77498,827,80,46592
States,Indiana,2016,45,0.864731,56,26,6476
States,Iowa,2016,45,0.405051,17,11,4197
States,Kansas,2016,45,0.977827,71,32,7261
States,Kentucky,2016,45,0.691474,173,33,25019
States,Louisiana,2016,45,2.16614,897,74,41410
States,Maine,2016,45,0.595775,33,29,5539
States,Maryland,2016,45,1.22094,115,42,9419
States,Massachusetts,2016,45,0.679392,210,45,30910
States,Michigan,2016,45,1.63886,391,70,23858
States,Minnesota,2016,45,0.673854,50,22,7420
States,Mississippi,2016,45,2.98825,575,49,19242
States,Missouri,2016,45,1.25032,99,20,7918
States,Montana,2016,45,0.215285,6,9,2787
States,Nebraska,2016,45,0.584966,20,14,3419
States,Nevada,2016,45,1.07815,189,35,17530
States,New Hampshire,2016,45,0.461277,19,21,4119
States,New Jersey,2016,45,2.6012,356,20,13686
States,New Mexico,2016,45,1.35087,151,28,11178
States,New York,2016,45,1.22738,194,69,15806
States,North Carolina,2016,45,1.40114,243,47,17343
States,North Dakota,2016,45,0.158604,2,7,1261
States,Ohio,2016,45,0.761227,139,69,18260
States,Oklahoma,2016,45,2.4456,118,20,4825
States,Oregon,2016,45,1.35724,81,22,5968
States,Pennsylvania,2016,45,1.18041,187,58,15842
States,Rhode Island,2016,45,0.452133,23,17,5087
States,South Carolina,2016,45,1.57226,78,13,4961
States,South Dakota,2016,45,1.08992,96,34,8808
States,Tennessee,2016,45,1.76655,163,52,9227
States,Texas,2016,45,2.08512,607,116,29111
States,Utah,2016,45,1.02498,247,41,24098
States,Vermont,2016,45,0.209293,5,9,2389
States,Virginia,2016,45,1.96096,1741,137,88783
States,Washington,2016,45,0.451516,21,38,4651
States,West Virginia,2016,45,0.696646,178,50,25551
States,Wisconsin,2016,45,1.27009,49,22,3858
States,Wyoming,2016,45,0.840729,36,24,4282
States,Puerto Rico,2016,45,7.06095,351,8,4971
States,Virgin Islands,2016,45,3.7037,14,1,378
States,New York City,2016,45,2.06473,2044,78,98996
States,Alabama,2016,46,2.81762,222,21,7879
States,Alaska,2016,46,1.1215,18,6,1605
States,Arizona,2016,46,1.38904,389,55,28005
States,Arkansas,2016,46,1.76317,81,12,4594
States,California,2016,46,1.7768,993,133,55887
States,Colorado,2016,46,1.04565,41,7,3921
States,Connecticut,2016,46,1.62124,69,18,4256
States,Delaware,2016,46,0.138169,4,13,2895
States,District of Columbia,2016,46,5.50796,135,2,2451
States,Florida,2016,46,X,X,X,X
States,Georgia,2016,46,2.56566,1440,56,56126
States,Hawaii,2016,46,1.69014,24,16,1420
States,Idaho,2016,46,0.675676,13,8,1924
States,Illinois,2016,46,1.87003,899,78,48074
States,Indiana,2016,46,0.560486,36,26,6423
States,Iowa,2016,46,0.402646,14,10,3477
States,Kansas,2016,46,1.02956,70,29,6799
States,Kentucky,2016,46,1.17578,259,31,22028
States,Louisiana,2016,46,2.10318,980,79,46596
States,Maine,2016,46,0.761062,43,29,5650
States,Maryland,2016,46,0.899032,91,41,10122
States,Massachusetts,2016,46,0.807039,255,44,31597
States,Michigan,2016,46,1.6545,401,74,24237
States,Minnesota,2016,46,0.954766,61,20,6389
States,Mississippi,2016,46,2.68891,432,49,16066
States,Missouri,2016,46,1.40548,120,21,8538
States,Montana,2016,46,0.145858,5,8,3428
States,Nebraska,2016,46,0.409707,13,15,3173
States,Nevada,2016,46,0.887933,161,36,18132
States,New Hampshire,2016,46,0.353857,15,20,4239
States,New Jersey,2016,46,2.72173,433,24,15909
States,New Mexico,2016,46,1.29748,152,27,11715
States,New York,2016,46,1.12103,182,70,16235
States,North Carolina,2016,46,1.57954,265,45,16777
States,North Dakota,2016,46,0.373134,6,9,1608
States,Ohio,2016,46,0.724849,149,70,20556
States,Oklahoma,2016,46,3.37127,157,19,4657
States,Oregon,2016,46,0.773422,44,20,5689
States,Pennsylvania,2016,46,1.24774,186,56,14907
States,Rhode Island,2016,46,0.331994,19,17,5723
States,South Carolina,2016,46,1.82691,118,14,6459
States,South Dakota,2016,46,1.37518,117,34,8508
States,Tennessee,2016,46,2.15979,226,52,10464
States,Texas,2016,46,2.24903,673,116,29924
States,Utah,2016,46,0.979074,233,40,23798
States,Vermont,2016,46,0.30843,9,10,2918
States,Virginia,2016,46,2.05058,1895,142,92413
States,Washington,2016,46,0.57959,28,47,4831
States,West Virginia,2016,46,0.997899,152,46,15232
States,Wisconsin,2016,46,0.976864,38,23,3890
States,Wyoming,2016,46,0.520587,22,23,4226
States,Puerto Rico,2016,46,7.61353,394,9,5175
States,Virgin Islands,2016,46,4.72813,20,1,423
States,New York City,2016,46,2.09269,2143,76,102404
States,Alabama,2016,47,2.62077,134,23,5113
States,Alaska,2016,47,1.00077,13,6,1299
States,Arizona,2016,47,1.31857,218,46,16533
States,Arkansas,2016,47,1.63339,45,12,2755
States,California,2016,47,2.14459,865,133,40334
States,Colorado,2016,47,0.695581,17,4,2444
States,Connecticut,2016,47,1.8245,42,19,2302
States,Delaware,2016,47,0.0496032,1,13,2016
States,District of Columbia,2016,47,6.54804,92,2,1405
States,Florida,2016,47,X,X,X,X
States,Georgia,2016,47,3.05187,1505,56,49314
States,Hawaii,2016,47,2.3084,25,16,1083
States,Idaho,2016,47,0.75643,10,7,1322
States,Illinois,2016,47,1.92035,744,77,38743
States,Indiana,2016,47,0.934816,37,26,3958
States,Iowa,2016,47,0.578406,9,11,1556
States,Kansas,2016,47,1.95375,98,31,5016
States,Kentucky,2016,47,0.880479,181,31,20557
States,Louisiana,2016,47,2.21298,1032,90,46634
States,Maine,2016,47,0.721925,27,29,3740
States,Maryland,2016,47,1.65076,109,42,6603
States,Massachusetts,2016,47,0.847225,185,48,21836
States,Michigan,2016,47,1.52157,266,72,17482
States,Minnesota,2016,47,1.0981,60,22,5464
States,Mississippi,2016,47,3.59271,603,51,16784
States,Missouri,2016,47,1.84358,99,20,5370
States,Montana,2016,47,0.15273,4,9,2619
States,Nebraska,2016,47,0.572246,12,14,2097
States,Nevada,2016,47,1.18386,198,37,16725
States,New Hampshire,2016,47,0.356506,10,21,2805
States,New Jersey,2016,47,3.31243,470,23,14189
States,New Mexico,2016,47,1.3935,130,27,9329
States,New York,2016,47,1.74806,194,72,11098
States,North Carolina,2016,47,1.95726,218,47,11138
States,North Dakota,2016,47,0.475285,5,7,1052
States,Ohio,2016,47,0.797301,104,66,13044
States,Oklahoma,2016,47,3.04288,110,22,3615
States,Oregon,2016,47,1.02576,45,20,4387
States,Pennsylvania,2016,47,1.39111,139,56,9992
States,Rhode Island,2016,47,0.299222,10,17,3342
States,South Carolina,2016,47,2.39391,110,14,4595
States,South Dakota,2016,47,1.2646,92,34,7275
States,Tennessee,2016,47,3.23104,239,54,7397
States,Texas,2016,47,2.59299,550,114,21211
States,Utah,2016,47,1.15142,245,41,21278
States,Vermont,2016,47,0.500751,10,10,1997
States,Virginia,2016,47,2.29704,1995,140,86851
States,Washington,2016,47,0.7109,21,47,2954
States,West Virginia,2016,47,1.12828,119,47,10547
States,Wisconsin,2016,47,0.886824,21,21,2368
States,Wyoming,2016,47,0.654002,21,23,3211
States,Puerto Rico,2016,47,9.97278,403,8,4041
States,Virgin Islands,2016,47,7.63359,30,1,393
States,New York City,2016,47,2.40664,2124,80,88256
States,Alabama,2016,48,2.69573,209,25,7753
States,Alaska,2016,48,1.10894,17,6,1533
States,Arizona,2016,48,1.35026,333,45,24662
States,Arkansas,2016,48,1.32763,59,13,4444
States,California,2016,48,2.00773,1091,132,54340
States,Colorado,2016,48,1.66047,67,7,4035
States,Connecticut,2016,48,1.65078,71,17,4301
States,Delaware,2016,48,0.0350018,1,13,2857
States,District of Columbia,2016,48,6.7311,195,2,2897
States,Florida,2016,48,X,X,X,X
States,Georgia,2016,48,2.68346,1538,56,57314
States,Hawaii,2016,48,2.08473,31,16,1487
States,Idaho,2016,48,1.00264,19,5,1895
States,Illinois,2016,48,1.75686,860,80,48951
States,Indiana,2016,48,0.93838,60,27,6394
States,Iowa,2016,48,0.607287,27,11,4446
States,Kansas,2016,48,1.60483,125,32,7789
States,Kentucky,2016,48,1.39493,356,29,25521
States,Louisiana,2016,48,2.33506,1071,93,45866
States,Maine,2016,48,0.81557,44,29,5395
States,Maryland,2016,48,1.12648,114,42,10120
States,Massachusetts,2016,48,0.691585,220,44,31811
States,Michigan,2016,48,1.08338,267,72,24645
States,Minnesota,2016,48,1.52593,118,22,7733
States,Mississippi,2016,48,3.05013,536,45,17573
States,Missouri,2016,48,1.87003,141,20,7540
States,Montana,2016,48,0.0269251,1,9,3714
States,Nebraska,2016,48,0.796266,29,15,3642
States,Nevada,2016,48,1.28977,240,36,18608
States,New Hampshire,2016,48,0.299057,13,21,4347
States,New Jersey,2016,48,2.95628,501,24,16947
States,New Mexico,2016,48,1.35644,155,27,11427
States,New York,2016,48,1.62637,261,71,16048
States,North Carolina,2016,48,1.61309,280,48,17358
States,North Dakota,2016,48,0.654664,4,5,611
States,Ohio,2016,48,0.951723,193,70,20279
States,Oklahoma,2016,48,3.21187,171,22,5324
States,Oregon,2016,48,1.01609,60,20,5905
States,Pennsylvania,2016,48,1.12638,173,58,15359
States,Rhode Island,2016,48,0.337648,18,17,5331
States,South Carolina,2016,48,2.51108,170,16,6770
States,South Dakota,2016,48,1.25928,112,34,8894
States,Tennessee,2016,48,2.32558,243,55,10449
States,Texas,2016,48,2.49507,696,112,27895
States,Utah,2016,48,1.3005,320,40,24606
States,Vermont,2016,48,0.616861,18,10,2918
States,Virginia,2016,48,2.15431,1995,137,92605
States,Washington,2016,48,0.59952,30,47,5004
States,West Virginia,2016,48,0.952956,142,44,14901
States,Wisconsin,2016,48,1.07108,44,23,4108
States,Wyoming,2016,48,0.369565,17,24,4600
States,Puerto Rico,2016,48,10.7746,466,8,4325
States,Virgin Islands,2016,48,3.26633,26,2,796
States,New York City,2016,48,2.40428,2464,70,102484
States,Alabama,2016,49,2.65332,212,25,7990
States,Alaska,2016,49,0.70373,10,6,1421
States,Arizona,2016,49,1.67818,396,47,23597
States,Arkansas,2016,49,1.31547,54,11,4105
States,California,2016,49,2.07484,1114,133,53691
States,Colorado,2016,49,1.25899,49,7,3892
States,Connecticut,2016,49,1.63164,66,16,4045
States,Delaware,2016,49,0.177179,5,13,2822
States,District of Columbia,2016,49,5.18868,154,2,2968
States,Florida,2016,49,X,X,X,X
States,Georgia,2016,49,2.82757,1486,53,52554
States,Hawaii,2016,49,2.86104,42,16,1468
States,Idaho,2016,49,0.691358,14,8,2025
States,Illinois,2016,49,1.89146,894,81,47265
States,Indiana,2016,49,1.26388,74,27,5855
States,Iowa,2016,49,0.385757,13,10,3370
States,Kansas,2016,49,1.53499,102,30,6645
States,Kentucky,2016,49,0.709875,169,31,23807
States,Louisiana,2016,49,2.41573,1161,100,48060
States,Maine,2016,49,0.773196,42,28,5432
States,Maryland,2016,49,1.08942,101,41,9271
States,Massachusetts,2016,49,0.871126,267,44,30650
States,Michigan,2016,49,1.86207,388,71,20837
States,Minnesota,2016,49,1.10247,78,22,7075
States,Mississippi,2016,49,2.79641,442,46,15806
States,Missouri,2016,49,1.66839,113,19,6773
States,Montana,2016,49,0.12987,4,8,3080
States,Nebraska,2016,49,0.466708,15,13,3214
States,Nevada,2016,49,1.9248,323,34,16781
States,New Hampshire,2016,49,0.333847,13,20,3894
States,New Jersey,2016,49,3.02365,496,24,16404
States,New Mexico,2016,49,1.46254,163,27,11145
States,New York,2016,49,1.45618,223,70,15314
States,North Carolina,2016,49,1.53331,252,50,16435
States,North Dakota,2016,49,1.26812,7,6,552
States,Ohio,2016,49,1.02509,201,70,19608
States,Oklahoma,2016,49,3.42868,175,23,5104
