REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,North Carolina,2014,26,0.994391,39,18,3922
States,North Dakota,2014,26,0,0,4,968
States,Ohio,2014,26,0.26021,23,31,8839
States,Oklahoma,2014,26,0.171527,4,15,2332
States,Oregon,2014,26,0.097371,1,7,1027
States,Pennsylvania,2014,26,0.938584,92,29,9802
States,Rhode Island,2014,26,0.0253421,1,17,3946
States,South Carolina,2014,26,0.0267451,1,10,3739
States,South Dakota,2014,26,0.715252,37,23,5173
States,Tennessee,2014,26,0.0364299,3,52,8235
States,Texas,2014,26,3.19926,657,92,20536
States,Utah,2014,26,1.00689,168,41,16685
States,Vermont,2014,26,1.29252,19,6,1470
States,Virginia,2014,26,0.918973,618,96,67249
States,Washington,2014,26,0.45854,12,7,2617
States,West Virginia,2014,26,0.216676,27,32,12461
States,Wisconsin,2014,26,0.393529,9,22,2287
States,Wyoming,2014,26,0.114384,4,14,3497
States,Puerto Rico,2014,26,8.41866,74,1,879
States,Virgin Islands,2014,26,2.34375,9,1,384
States,New York City,2014,26,1.48212,1425,60,96146
States,Alabama,2014,27,0.907477,46,17,5069
States,Alaska,2014,27,0.253165,1,2,395
States,Arizona,2014,27,0.643604,104,46,16159
States,Arkansas,2014,27,0.178571,1,4,560
States,California,2014,27,1.80666,405,86,22417
States,Colorado,2014,27,0.707825,18,5,2543
States,Connecticut,2014,27,0.653595,1,3,153
States,Delaware,2014,27,0,0,7,1227
States,District of Columbia,2014,27,6.23116,62,1,995
States,Florida,2014,27,X,X,X,X
States,Georgia,2014,27,0.0855499,11,20,12858
States,Hawaii,2014,27,1.67286,18,14,1076
States,Idaho,2014,27,0,0,1,93
States,Illinois,2014,27,0.875356,347,65,39641
States,Indiana,2014,27,0.347222,12,25,3456
States,Iowa,2014,27,0.148999,34,11,22819
States,Kansas,2014,27,0.0791452,2,13,2527
States,Kentucky,2014,27,0.0210194,4,12,19030
States,Louisiana,2014,27,1.32031,423,58,32038
States,Maine,2014,27,0.706621,27,26,3821
States,Maryland,2014,27,0.822846,34,8,4132
States,Massachusetts,2014,27,0.84533,165,30,19519
States,Michigan,2014,27,1.38702,93,24,6705
States,Minnesota,2014,27,0.765931,25,10,3264
States,Mississippi,2014,27,1.71565,230,41,13406
States,Missouri,2014,27,0.0394789,1,17,2533
States,Montana,2014,27,0,0,8,1464
States,Nebraska,2014,27,1.18519,8,8,675
States,Nevada,2014,27,0.697674,93,28,13330
States,New Hampshire,2014,27,0.199071,3,12,1507
States,New Jersey,2014,27,1.37905,74,23,5366
States,New Mexico,2014,27,1.0404,60,15,5767
States,New York,2014,27,0.96,90,128,9375
States,North Carolina,2014,27,1.03343,34,18,3290
States,North Dakota,2014,27,0,0,4,504
States,Ohio,2014,27,0.317023,23,29,7255
States,Oklahoma,2014,27,0.243072,5,15,2057
States,Oregon,2014,27,0.471143,4,6,849
States,Pennsylvania,2014,27,0.806452,57,26,7068
States,Rhode Island,2014,27,0.0607165,2,17,3294
States,South Carolina,2014,27,0,0,8,3138
States,South Dakota,2014,27,0.304378,13,23,4271
States,Tennessee,2014,27,0.0614156,4,52,6513
States,Texas,2014,27,1.9334,544,92,28137
States,Utah,2014,27,1.15603,173,41,14965
States,Vermont,2014,27,1.59151,18,6,1131
States,Virginia,2014,27,1.08524,665,92,61277
States,Washington,2014,27,0.241896,5,7,2067
States,West Virginia,2014,27,0.256739,24,33,9348
States,Wisconsin,2014,27,0.208877,4,21,1915
States,Wyoming,2014,27,0.10453,3,14,2870
States,Puerto Rico,2014,27,0,0,0,0
States,Virgin Islands,2014,27,0.291545,1,1,343
States,New York City,2014,27,1.40725,1274,59,90531
States,Alabama,2014,28,0.728079,46,17,6318
States,Alaska,2014,28,0,0,2,579
States,Arizona,2014,28,0.674624,130,47,19270
States,Arkansas,2014,28,0.42735,3,4,702
States,California,2014,28,1.49365,402,89,26914
States,Colorado,2014,28,0.26938,9,6,3341
States,Connecticut,2014,28,0,0,2,127
States,Delaware,2014,28,0,0,7,1557
States,District of Columbia,2014,28,6.8328,85,1,1244
States,Florida,2014,28,X,X,X,X
States,Georgia,2014,28,0.0951336,13,20,13665
States,Hawaii,2014,28,1.68577,25,15,1483
States,Idaho,2014,28,0,0,1,128
States,Illinois,2014,28,0.898938,392,69,43607
States,Indiana,2014,28,0.484076,19,24,3925
States,Iowa,2014,28,0.146801,41,11,27929
States,Kansas,2014,28,0.167673,5,13,2982
States,Kentucky,2014,28,0.00958176,2,12,20873
States,Louisiana,2014,28,1.18684,400,58,33703
States,Maine,2014,28,0.354359,15,22,4233
States,Maryland,2014,28,1.78988,23,7,1285
States,Massachusetts,2014,28,0.603396,140,28,23202
States,Michigan,2014,28,0.463807,28,20,6037
States,Minnesota,2014,28,0.893796,34,10,3804
States,Mississippi,2014,28,1.34846,208,37,15425
States,Missouri,2014,28,0.035524,1,17,2815
States,Montana,2014,28,0,0,8,1722
States,Nebraska,2014,28,0.40201,4,9,995
States,Nevada,2014,28,0.435852,62,28,14225
States,New Hampshire,2014,28,0,0,13,2144
States,New Jersey,2014,28,1.28438,85,22,6618
States,New Mexico,2014,28,0.875988,51,14,5822
States,New York,2014,28,0.662061,69,129,10422
States,North Carolina,2014,28,1.16279,37,17,3182
States,North Dakota,2014,28,0,0,4,553
States,Ohio,2014,28,0.226784,19,28,8378
States,Oklahoma,2014,28,0.168634,3,15,1779
States,Oregon,2014,28,0.471698,5,7,1060
States,Pennsylvania,2014,28,0.876469,85,29,9698
States,Rhode Island,2014,28,0.046436,2,18,4307
States,South Carolina,2014,28,0.0901442,3,9,3328
States,South Dakota,2014,28,0.485044,24,23,4948
States,Tennessee,2014,28,0.0357953,3,52,8381
States,Texas,2014,28,1.90947,634,94,33203
States,Utah,2014,28,0.912593,154,41,16875
States,Vermont,2014,28,1.04322,14,6,1342
States,Virginia,2014,28,0.838727,543,93,64741
States,Washington,2014,28,0.372362,9,7,2417
States,West Virginia,2014,28,0.140819,15,32,10652
States,Wisconsin,2014,28,0.126103,3,22,2379
States,Wyoming,2014,28,0.0586854,2,13,3408
States,Puerto Rico,2014,28,10.4637,167,2,1596
States,Virgin Islands,2014,28,1.86916,6,1,321
States,New York City,2014,28,1.23012,1185,60,96332
States,Alabama,2014,29,0.758799,47,16,6194
States,Alaska,2014,29,0.70922,4,2,564
States,Arizona,2014,29,0.82484,157,47,19034
States,Arkansas,2014,29,0.255428,2,4,783
States,California,2014,29,1.48858,382,83,25662
States,Colorado,2014,29,0.42343,12,6,2834
States,Connecticut,2014,29,0,0,3,142
States,Delaware,2014,29,0,0,7,1440
States,District of Columbia,2014,29,4.14747,36,1,868
States,Florida,2014,29,X,X,X,X
States,Georgia,2014,29,0.142664,19,21,13318
States,Hawaii,2014,29,1.61064,23,15,1428
States,Idaho,2014,29,0,0,1,123
States,Illinois,2014,29,0.826602,351,66,42463
States,Indiana,2014,29,0.120744,5,23,4141
States,Iowa,2014,29,0.133596,36,11,26947
States,Kansas,2014,29,0.253715,7,14,2759
States,Kentucky,2014,29,0.00530279,1,11,18858
States,Louisiana,2014,29,1.12178,355,51,31646
States,Maine,2014,29,0.282413,11,22,3895
States,Maryland,2014,29,0.689799,33,8,4784
States,Massachusetts,2014,29,0.601338,142,29,23614
States,Michigan,2014,29,0.472016,42,25,8898
States,Minnesota,2014,29,0.693518,26,9,3749
States,Mississippi,2014,29,1.51859,214,40,14092
States,Missouri,2014,29,0.0730727,2,18,2737
States,Montana,2014,29,0,0,7,705
States,Nebraska,2014,29,0.740741,7,9,945
States,Nevada,2014,29,0.42203,60,27,14217
States,New Hampshire,2014,29,0,0,15,2355
States,New Jersey,2014,29,1.06916,96,22,8979
States,New Mexico,2014,29,1.48677,100,17,6726
States,New York,2014,29,0.7849,84,129,10702
States,North Carolina,2014,29,1.1744,40,16,3406
States,North Dakota,2014,29,0,0,4,632
States,Ohio,2014,29,0.219459,18,28,8202
States,Oklahoma,2014,29,0.0563698,1,14,1774
States,Oregon,2014,29,0.262238,3,7,1144
States,Pennsylvania,2014,29,0.613497,56,28,9128
States,Rhode Island,2014,29,0.0500626,2,18,3995
States,South Carolina,2014,29,0.0861079,3,9,3484
States,South Dakota,2014,29,0.426605,22,23,5157
States,Tennessee,2014,29,0.0229964,2,52,8697
States,Texas,2014,29,1.76986,564,93,31867
States,Utah,2014,29,0.706949,117,41,16550
States,Vermont,2014,29,2.26876,26,6,1146
States,Virginia,2014,29,0.871626,548,91,62871
States,Washington,2014,29,0.265152,7,7,2640
States,West Virginia,2014,29,0.248542,26,30,10461
States,Wisconsin,2014,29,0.514801,12,20,2331
States,Wyoming,2014,29,0.074184,2,13,2696
States,Puerto Rico,2014,29,14.212,248,2,1745
States,Virgin Islands,2014,29,1.7341,6,1,346
States,New York City,2014,29,1.11591,1047,58,93825
States,Alabama,2014,30,0.881921,54,17,6123
States,Alaska,2014,30,0,0,1,43
States,Arizona,2014,30,0.756809,142,47,18763
States,Arkansas,2014,30,0.139276,1,4,718
States,California,2014,30,1.26523,325,85,25687
States,Colorado,2014,30,0.223857,7,5,3127
States,Connecticut,2014,30,0,0,3,147
States,Delaware,2014,30,0,0,7,1479
States,District of Columbia,2014,30,3.85233,48,1,1246
States,Florida,2014,30,X,X,X,X
States,Georgia,2014,30,0.0963891,13,20,13487
States,Hawaii,2014,30,1.7673,24,14,1358
States,Idaho,2014,30,0,0,1,141
States,Illinois,2014,30,0.788524,343,68,43499
States,Indiana,2014,30,0.185917,8,23,4303
States,Iowa,2014,30,0.138158,37,11,26781
States,Kansas,2014,30,0.174277,5,13,2869
States,Kentucky,2014,30,0,0,11,19073
States,Louisiana,2014,30,0.955476,344,60,36003
States,Maine,2014,30,0.634249,30,27,4730
States,Maryland,2014,30,0.41712,23,9,5514
States,Massachusetts,2014,30,0.579598,135,29,23292
States,Michigan,2014,30,0.544107,47,23,8638
States,Minnesota,2014,30,0.408677,13,8,3181
States,Mississippi,2014,30,1.42219,226,40,15891
States,Missouri,2014,30,0.10442,3,18,2873
States,Montana,2014,30,0,0,6,1325
States,Nebraska,2014,30,0.786517,7,9,890
States,Nevada,2014,30,0.369324,51,26,13809
States,New Hampshire,2014,30,0,0,12,1820
States,New Jersey,2014,30,1.24073,77,21,6206
States,New Mexico,2014,30,1.43692,91,15,6333
States,New York,2014,30,0.633318,69,129,10895
States,North Carolina,2014,30,0.917141,29,15,3162
States,North Dakota,2014,30,0.13624,1,5,734
States,Ohio,2014,30,0.310952,27,29,8683
States,Oklahoma,2014,30,0.202737,4,17,1973
States,Oregon,2014,30,0,0,6,949
States,Pennsylvania,2014,30,0.930445,61,22,6556
States,Rhode Island,2014,30,0.0489836,2,18,4083
States,South Carolina,2014,30,0,0,9,3381
States,South Dakota,2014,30,0.720034,34,21,4722
States,Tennessee,2014,30,0.0248201,2,51,8058
States,Texas,2014,30,1.57256,496,89,31541
States,Utah,2014,30,1.16147,184,41,15842
States,Vermont,2014,30,1.51954,21,6,1382
States,Virginia,2014,30,0.79369,486,91,61233
States,Washington,2014,30,0.274348,6,7,2187
States,West Virginia,2014,30,0.179051,18,30,10053
States,Wisconsin,2014,30,0.397878,9,20,2262
States,Wyoming,2014,30,0.0845785,3,15,3547
States,Puerto Rico,2014,30,7.74476,159,2,2053
States,Virgin Islands,2014,30,0.21692,1,1,461
States,New York City,2014,30,1.04352,981,58,94009
States,Alabama,2014,31,0.648324,41,17,6324
States,Alaska,2014,31,0.153846,1,2,650
States,Arizona,2014,31,0.653561,126,47,19279
States,Arkansas,2014,31,0,0,4,735
States,California,2014,31,1.27847,339,87,26516
States,Colorado,2014,31,0.335345,10,4,2982
States,Connecticut,2014,31,0.680272,1,3,147
States,Delaware,2014,31,0,0,7,1806
States,District of Columbia,2014,31,3.63077,59,1,1625
States,Florida,2014,31,X,X,X,X
States,Georgia,2014,31,0.120376,22,23,18276
States,Hawaii,2014,31,1.03774,11,12,1060
States,Idaho,2014,31,0,0,1,132
States,Illinois,2014,31,0.770412,331,67,42964
States,Indiana,2014,31,0.561523,23,22,4096
States,Iowa,2014,31,0.120465,34,12,28224
States,Kansas,2014,31,0.434216,10,13,2303
States,Kentucky,2014,31,0,0,11,19806
States,Louisiana,2014,31,1.19371,439,58,36776
States,Maine,2014,31,0.724797,33,26,4553
States,Maryland,2014,31,0.345669,17,8,4918
States,Massachusetts,2014,31,0.481064,110,28,22866
States,Michigan,2014,31,0.511623,46,25,8991
States,Minnesota,2014,31,0.847458,24,8,2832
States,Mississippi,2014,31,1.15988,181,39,15605
States,Missouri,2014,31,0.218898,6,18,2741
States,Montana,2014,31,0,0,7,1564
States,Nebraska,2014,31,0.753498,7,9,929
States,Nevada,2014,31,0.245204,34,28,13866
States,New Hampshire,2014,31,0,0,13,1997
States,New Jersey,2014,31,1.08446,66,20,6086
States,New Mexico,2014,31,1.36546,85,15,6225
States,New York,2014,31,0.790175,83,128,10504
States,North Carolina,2014,31,0.833333,28,17,3360
States,North Dakota,2014,31,0.130719,1,5,765
States,Ohio,2014,31,0.287134,26,30,9055
States,Oklahoma,2014,31,0.110681,2,14,1807
States,Oregon,2014,31,0.176678,2,6,1132
States,Pennsylvania,2014,31,1.01355,92,28,9077
States,Rhode Island,2014,31,0,0,18,3845
States,South Carolina,2014,31,0.0856164,3,10,3504
States,South Dakota,2014,31,0.538933,29,23,5381
States,Tennessee,2014,31,0.0844187,7,51,8292
States,Texas,2014,31,1.68632,532,89,31548
States,Utah,2014,31,0.814638,126,40,15467
States,Vermont,2014,31,1.85328,24,5,1295
States,Virginia,2014,31,0.803004,494,90,61519
States,Washington,2014,31,0.631845,15,6,2374
States,West Virginia,2014,31,0.115631,11,27,9513
States,Wisconsin,2014,31,0.338983,8,21,2360
States,Wyoming,2014,31,0.201613,8,14,3968
States,Puerto Rico,2014,31,7.8765,250,4,3174
States,Virgin Islands,2014,31,0.920245,3,1,326
States,New York City,2014,31,1.09667,1022,58,93191
States,Alabama,2014,32,1.0201,68,17,6666
States,Alaska,2014,32,0,0,2,764
States,Arizona,2014,32,0.708957,134,45,18901
States,Arkansas,2014,32,0.294985,2,4,678
States,California,2014,32,1.05709,267,85,25258
States,Colorado,2014,32,0.383632,12,5,3128
States,Connecticut,2014,32,0,0,2,131
States,Delaware,2014,32,0,0,7,1415
States,District of Columbia,2014,32,4.67405,38,1,813
States,Florida,2014,32,X,X,X,X
States,Georgia,2014,32,0.156311,24,23,15354
States,Hawaii,2014,32,1.07875,10,13,927
States,Idaho,2014,32,0,0,1,150
States,Illinois,2014,32,0.810804,338,64,41687
States,Indiana,2014,32,0.526778,24,23,4556
States,Iowa,2014,32,0.124812,34,10,27241
States,Kansas,2014,32,0.458891,12,13,2615
States,Kentucky,2014,32,0.00555062,1,10,18016
States,Louisiana,2014,32,1.07051,435,63,40635
States,Maine,2014,32,0.710136,33,26,4647
States,Maryland,2014,32,0.452284,20,8,4422
States,Massachusetts,2014,32,0.500134,112,29,22394
States,Michigan,2014,32,0.928621,67,22,7215
States,Minnesota,2014,32,0.478334,17,9,3554
States,Mississippi,2014,32,1.2929,223,40,17248
States,Missouri,2014,32,0.178253,5,18,2805
States,Montana,2014,32,0,0,7,1448
States,Nebraska,2014,32,0.925926,6,8,648
States,Nevada,2014,32,0.242269,34,28,14034
States,New Hampshire,2014,32,0,0,12,1878
States,New Jersey,2014,32,1.25285,77,21,6146
States,New Mexico,2014,32,1.41698,103,17,7269
States,New York,2014,32,0.585309,60,125,10251
States,North Carolina,2014,32,1.13924,36,15,3160
States,North Dakota,2014,32,0,0,3,522
States,Ohio,2014,32,0.234797,20,29,8518
States,Oklahoma,2014,32,0.756144,16,14,2116
States,Oregon,2014,32,0.188324,2,6,1062
States,Pennsylvania,2014,32,0.454042,41,30,9030
States,Rhode Island,2014,32,0,0,18,3960
States,South Carolina,2014,32,0,0,9,3535
States,South Dakota,2014,32,0.61127,32,22,5235
States,Tennessee,2014,32,0.121968,9,47,7379
States,Texas,2014,32,1.37986,452,91,32757
States,Utah,2014,32,0.817003,138,42,16891
States,Vermont,2014,32,1.49589,20,6,1337
States,Virginia,2014,32,0.752559,483,97,64181
States,Washington,2014,32,0.30888,8,7,2590
States,West Virginia,2014,32,0.156082,16,29,10251
States,Wisconsin,2014,32,0.493421,12,23,2432
States,Wyoming,2014,32,0.209754,8,15,3814
States,Puerto Rico,2014,32,3.9173,180,7,4595
States,Virgin Islands,2014,32,1.19048,4,1,336
States,New York City,2014,32,1.07978,1013,59,93815
States,Alabama,2014,33,1.28946,87,17,6747
States,Alaska,2014,33,0,0,2,678
States,Arizona,2014,33,0.736594,150,46,20364
States,Arkansas,2014,33,0.125313,1,4,798
States,California,2014,33,1.05714,242,74,22892
States,Colorado,2014,33,0.541455,16,5,2955
States,Connecticut,2014,33,0,0,3,129
States,Delaware,2014,33,0,0,7,1455
States,District of Columbia,2014,33,4.08035,65,1,1593
States,Florida,2014,33,X,X,X,X
States,Georgia,2014,33,0.17552,34,23,19371
States,Hawaii,2014,33,1.41176,18,13,1275
States,Idaho,2014,33,0,0,1,167
States,Illinois,2014,33,0.79646,351,68,44070
States,Indiana,2014,33,0.491464,19,21,3866
States,Iowa,2014,33,0,0,6,488
States,Kansas,2014,33,0.249822,7,13,2802
States,Kentucky,2014,33,0,0,9,18505
States,Louisiana,2014,33,1.14567,474,58,41373
States,Maine,2014,33,0.709849,32,27,4508
States,Maryland,2014,33,1.55786,21,7,1348
States,Massachusetts,2014,33,0.552634,124,29,22438
States,Michigan,2014,33,0.804327,58,22,7211
States,Minnesota,2014,33,1.02477,36,9,3513
States,Mississippi,2014,33,1.85954,300,41,16133
States,Missouri,2014,33,0.180245,5,16,2774
States,Montana,2014,33,0,0,7,1499
States,Nebraska,2014,33,0.686695,8,9,1165
States,Nevada,2014,33,0.331383,47,28,14183
States,New Hampshire,2014,33,0,0,13,1327
States,New Jersey,2014,33,0.883838,56,21,6336
States,New Mexico,2014,33,1.33062,98,16,7365
States,New York,2014,33,0.552118,58,123,10505
States,North Carolina,2014,33,0.806202,26,16,3225
States,North Dakota,2014,33,0.17094,1,3,585
States,Ohio,2014,33,0.241926,20,29,8267
States,Oklahoma,2014,33,0.646987,16,16,2473
States,Oregon,2014,33,0.0884956,1,6,1130
States,Pennsylvania,2014,33,0.778042,72,30,9254
States,Rhode Island,2014,33,0,0,18,3754
States,South Carolina,2014,33,0,0,9,3677
States,South Dakota,2014,33,0.550426,31,22,5632
States,Tennessee,2014,33,0.0455529,4,49,8781
States,Texas,2014,33,1.41906,469,91,33050
States,Utah,2014,33,1.07149,174,41,16239
States,Vermont,2014,33,1.9154,24,6,1253
States,Virginia,2014,33,0.799029,533,96,66706
States,Washington,2014,33,0.292032,7,7,2397
States,West Virginia,2014,33,0.238459,25,28,10484
States,Wisconsin,2014,33,0.123865,3,23,2422
States,Wyoming,2014,33,0.0446828,2,15,4476
States,Puerto Rico,2014,33,3.73776,187,6,5003
States,Virgin Islands,2014,33,1.05263,4,1,380
States,New York City,2014,33,1.06601,992,60,93057
States,Alabama,2014,34,1.56935,111,17,7073
States,Alaska,2014,34,0.442478,3,2,678
States,Arizona,2014,34,0.749133,162,44,21625
States,Arkansas,2014,34,0,0,4,1174
States,California,2014,34,1.20447,291,72,24160
States,Colorado,2014,34,0.501812,18,6,3587
States,Connecticut,2014,34,0,0,4,415
States,Delaware,2014,34,0,0,7,1391
States,District of Columbia,2014,34,4.91071,44,1,896
States,Florida,2014,34,X,X,X,X
States,Georgia,2014,34,0.185759,39,24,20995
States,Hawaii,2014,34,0.566251,10,12,1766
States,Idaho,2014,34,0,0,1,221
States,Illinois,2014,34,0.993506,410,63,41268
States,Indiana,2014,34,0.398062,23,24,5778
States,Iowa,2014,34,0.13297,40,9,30082
States,Kansas,2014,34,0.107373,3,11,2794
States,Kentucky,2014,34,0,0,10,19611
States,Louisiana,2014,34,1.21957,499,64,40916
States,Maine,2014,34,0.621891,25,26,4020
States,Maryland,2014,34,0.411369,22,8,5348
States,Massachusetts,2014,34,0.468604,105,29,22407
States,Michigan,2014,34,0.522759,41,22,7843
States,Minnesota,2014,34,0.624321,23,9,3684
States,Mississippi,2014,34,2.14161,379,39,17697
States,Missouri,2014,34,0.0543331,2,18,3681
States,Montana,2014,34,0,0,7,1875
States,Nebraska,2014,34,1.21382,13,9,1071
States,Nevada,2014,34,0.288382,42,28,14564
States,New Hampshire,2014,34,0,0,14,2159
States,New Jersey,2014,34,0.990574,62,21,6259
States,New Mexico,2014,34,1.40767,101,15,7175
States,New York,2014,34,0.449357,50,123,11127
States,North Carolina,2014,34,0.849934,32,17,3765
States,North Dakota,2014,34,0,0,3,503
States,Ohio,2014,34,0.198194,18,28,9082
States,Oklahoma,2014,34,0.191571,4,15,2088
States,Oregon,2014,34,0,0,6,1063
States,Pennsylvania,2014,34,0.693241,68,29,9809
States,Rhode Island,2014,34,0.513652,19,17,3699
States,South Carolina,2014,34,0,0,10,4424
States,South Dakota,2014,34,0.61479,35,22,5693
States,Tennessee,2014,34,0.15021,15,51,9986
States,Texas,2014,34,1.52139,536,91,35231
States,Utah,2014,34,0.991839,158,40,15930
States,Vermont,2014,34,1.46951,20,6,1361
States,Virginia,2014,34,0.871769,578,98,66302
States,Washington,2014,34,0.329489,10,7,3035
States,West Virginia,2014,34,0.255822,29,26,11336
States,Wisconsin,2014,34,0.349498,8,22,2289
States,Wyoming,2014,34,0.123839,4,13,3230
States,Puerto Rico,2014,34,4.59815,234,6,5089
States,Virgin Islands,2014,34,0.314465,1,1,318
States,New York City,2014,34,1.0006,930,63,92944
States,Alabama,2014,35,1.71348,122,16,7120
States,Alaska,2014,35,0,0,2,699
States,Arizona,2014,35,0.914227,178,40,19470
States,Arkansas,2014,35,0.144823,2,4,1381
States,California,2014,35,1.31574,357,76,27133
States,Colorado,2014,35,0.632757,26,6,4109
States,Connecticut,2014,35,0.0924214,1,4,1082
States,Delaware,2014,35,0,0,7,1573
States,District of Columbia,2014,35,5.2103,83,1,1593
States,Florida,2014,35,X,X,X,X
States,Georgia,2014,35,0.176866,30,23,16962
States,Hawaii,2014,35,1.32626,15,12,1131
States,Idaho,2014,35,0,0,1,233
States,Illinois,2014,35,0.850544,362,65,42561
States,Indiana,2014,35,0.369004,23,23,6233
States,Iowa,2014,35,0.180323,57,10,31610
States,Kansas,2014,35,0.375704,12,11,3194
States,Kentucky,2014,35,0.00441579,1,10,22646
States,Louisiana,2014,35,1.52881,607,60,39704
States,Maine,2014,35,0.585059,26,26,4444
States,Maryland,2014,35,0.579648,27,7,4658
States,Massachusetts,2014,35,0.489302,110,28,22481
States,Michigan,2014,35,0.707117,62,23,8768
States,Minnesota,2014,35,0.564668,21,8,3719
States,Mississippi,2014,35,2.24905,354,38,15740
States,Missouri,2014,35,0.0262605,1,17,3808
States,Montana,2014,35,0,0,7,2005
States,Nebraska,2014,35,1.0979,12,8,1093
States,Nevada,2014,35,0.507998,74,28,14567
States,New Hampshire,2014,35,0.0883002,2,14,2265
States,New Jersey,2014,35,1.24827,63,19,5047
States,New Mexico,2014,35,2.00528,152,16,7580
States,New York,2014,35,0.530206,66,124,12448
States,North Carolina,2014,35,0.701993,31,17,4416
States,North Dakota,2014,35,0,0,2,198
States,Ohio,2014,35,0.258131,25,27,9685
States,Oklahoma,2014,35,0.611621,16,16,2616
States,Oregon,2014,35,0.195503,2,6,1023
States,Pennsylvania,2014,35,0.67996,74,30,10883
States,Rhode Island,2014,35,0.314054,12,16,3821
States,South Carolina,2014,35,0.0431593,2,9,4634
States,South Dakota,2014,35,0.629746,34,22,5399
States,Tennessee,2014,35,0.141924,15,50,10569
States,Texas,2014,35,1.5349,551,91,35898
States,Utah,2014,35,1.0849,172,40,15854
States,Vermont,2014,35,1.12882,17,7,1506
States,Virginia,2014,35,0.96272,580,92,60246
States,Washington,2014,35,0.183908,4,7,2175
States,West Virginia,2014,35,0.371106,43,28,11587
States,Wisconsin,2014,35,0.38961,12,22,3080
States,Wyoming,2014,35,0.0288101,1,12,3471
States,Puerto Rico,2014,35,6.8991,374,6,5421
States,Virgin Islands,2014,35,0.898204,3,1,334
States,New York City,2014,35,0.916645,845,61,92184
States,Alabama,2014,36,1.81736,120,17,6603
States,Alaska,2014,36,0,0,2,693
States,Arizona,2014,36,1.00071,183,45,18287
States,Arkansas,2014,36,0.242522,3,4,1237
States,California,2014,36,1.58283,348,70,21986
States,Colorado,2014,36,0.562588,12,6,2133
States,Connecticut,2014,36,0.0698812,1,5,1431
States,Delaware,2014,36,0,0,7,1230
States,District of Columbia,2014,36,5.62771,65,1,1155
States,Florida,2014,36,X,X,X,X
States,Georgia,2014,36,0.19084,34,21,17816
States,Hawaii,2014,36,2.32198,30,13,1292
States,Idaho,2014,36,0,0,1,259
States,Illinois,2014,36,1.17051,559,82,47757
States,Indiana,2014,36,0.474244,29,23,6115
States,Iowa,2014,36,0,0,4,878
States,Kansas,2014,36,0.551181,14,9,2540
States,Kentucky,2014,36,0,0,10,16237
States,Louisiana,2014,36,1.62314,701,64,43188
States,Maine,2014,36,0.832702,33,26,3963
States,Maryland,2014,36,0.795812,38,7,4775
States,Massachusetts,2014,36,0.612085,125,29,20422
States,Michigan,2014,36,0.411734,32,28,7772
States,Minnesota,2014,36,1.28317,44,8,3429
States,Mississippi,2014,36,1.9318,311,39,16099
States,Missouri,2014,36,0.0682128,2,16,2932
States,Montana,2014,36,0,0,7,1952
States,Nebraska,2014,36,1.07914,9,7,834
States,Nevada,2014,36,0.413763,57,28,13776
States,New Hampshire,2014,36,0.0510204,1,15,1960
States,New Jersey,2014,36,1.12265,67,22,5968
States,New Mexico,2014,36,1.80464,126,15,6982
States,New York,2014,36,0.337711,36,124,10660
States,North Carolina,2014,36,0.840116,32,16,3809
States,North Dakota,2014,36,1.3986,2,1,143
States,Ohio,2014,36,0.416004,34,26,8173
States,Oklahoma,2014,36,1.11562,22,16,1972
States,Oregon,2014,36,0,0,6,863
States,Pennsylvania,2014,36,0.777068,90,31,11582
States,Rhode Island,2014,36,0.0695572,3,17,4313
States,South Carolina,2014,36,0.0992063,4,10,4032
States,South Dakota,2014,36,0.777568,33,22,4244
States,Tennessee,2014,36,0.179553,16,48,8911
States,Texas,2014,36,1.9311,583,89,30190
States,Utah,2014,36,0.244798,14,13,5719
States,Vermont,2014,36,1.43198,18,6,1257
States,Virginia,2014,36,1.03362,700,101,67723
States,Washington,2014,36,0.365631,10,7,2735
States,West Virginia,2014,36,0.512438,55,29,10733
States,Wisconsin,2014,36,0.460688,15,23,3256
States,Wyoming,2014,36,0.367261,7,13,1906
States,Puerto Rico,2014,36,7.18778,400,6,5565
States,Virgin Islands,2014,36,1.05263,4,1,380
States,New York City,2014,36,0.941927,889,63,94381
States,Alabama,2014,37,1.75595,118,15,6720
States,Alaska,2014,37,0,0,2,700
States,Arizona,2014,37,0.993093,220,46,22153
States,Arkansas,2014,37,0.209205,3,4,1434
States,California,2014,37,1.87174,481,67,25698
States,Colorado,2014,37,0.575409,19,5,3302
States,Connecticut,2014,37,0.113766,1,5,879
States,Delaware,2014,37,0.134771,2,7,1484
States,District of Columbia,2014,37,6.77349,93,1,1373
States,Florida,2014,37,X,X,X,X
States,Georgia,2014,37,0.26178,61,23,23302
States,Hawaii,2014,37,2.53502,38,13,1499
States,Idaho,2014,37,0,0,1,330
States,Illinois,2014,37,1.87919,984,82,52363
States,Indiana,2014,37,0.484922,32,23,6599
States,Iowa,2014,37,0.214626,68,9,31683
States,Kansas,2014,37,0.931264,21,10,2255
States,Kentucky,2014,37,0.0198639,4,10,20137
States,Louisiana,2014,37,1.59742,734,61,45949
States,Maine,2014,37,0.701426,30,25,4277
